Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars



Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.2,1547.47827



MSI,GL62M 7REX,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1272.00814



HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,No OS,1.86,389.4577699999999



Toshiba,Tecra A50-D-11M,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,500GB,Intel HD Graphics 620,Windows 10,2.0,1135.6072



Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,AMD Radeon 530,Windows 10,2.2,980.8486999999999



Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,16,HDD,256GB,AMD Radeon 530,Windows 10,2.2,1211.3854999999999



Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,8,HDD,128GB,Nvidia GeForce GTX 960,Windows 10,3.31,1276.4907999999998



Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7 7700HQ,2.8GHz,32,HDD,512GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3359.1880009999995



Dell,Latitude E7470,Notebook,14,1920x1080,Intel Core i5 6300U,2.4GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.56,1311.7116999999998



Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Windows 10,2.2,447.1987



Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.2,571.0055



HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,6,HDD,1024GB,AMD Radeon R5 M430,Windows 10,2.04,575.2746999999999



MSI,GP72VR Leopard,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.7,1586.8296209999999



Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U,2.1GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.1,531.5154



Dell,Latitude 3580,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.06,1019.2715



HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,AMD Radeon 530,Windows 10,2.1,795.1384999999999



Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.0,1342.6634



Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Linux,2.1,439.72759999999994



Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7 7600U,2.8GHz,8,SSD,256GB,Intel Iris Plus Graphics 640,Windows 10 S,1.252,1993.5563049999998



Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,128GB,AMD Radeon R5 M430,Windows 10,1.90,872.998035



Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.3,1103.5882



Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000,2.2GHz,4,SSD,128GB,AMD Radeon R2 Graphics,Windows 10,2.2,372.48769999999996



HP,Pavilion X360,2 in 1 Convertible,14,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Nvidia GeForce 940MX,Windows 10,1.63,746.0427



MSI,GP62 7RDX,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.4,1381.0862



Asus,Zenbook 3,Ultrabook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.1,1211.3854999999999



HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,8,SSD,64GB,Intel HD Graphics 500,Chrome OS,1.4,528.3135



LG,Gram 15Z975,Ultrabook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.09,2453.7227



Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,16,SSD,256GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1386.4226999999998



MSI,GV62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1065.05867



Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,128GB,Intel HD Graphics 500,Windows 10,1.86,447.1987



Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,16,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,3.21,2189.0323



HP,17-bs000nv I3,Notebook,17.3,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,256GB,AMD Radeon R5 520,Windows 10,2.5,746.0427



Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.19,1599.8826999999999



Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7 7820HK,2.9GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,3.49,3003.115375



HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,AMD Radeon 520,Windows 10,1.86,653.8386529999999



Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,AMD Radeon R5 M430,Windows 10,2.2,582.3935909999999



HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD A10-Series 9600P,2.4GHz,6,HDD,2048GB,AMD Radeon R7 M440,Windows 10,2.65,607.2937



Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U,1.6GHz,4,HDD,500GB,Intel HD Graphics 510,Windows 10,2.1,339.40139999999997



Acer,Chromebook 14,Notebook,14,1366x768,Intel Celeron Dual Core 3855U,1.6GHz,4,SSD,32GB,Intel HD Graphics 510,Chrome OS,1.45,400.23749999999995



Lenovo,IdeaPad 520s-14IKB,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.7,746.0427



HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,500GB,Nvidia Quadro M1200,Windows 10,3.14,2036.3977269999998



Lenovo,ThinkPad X1,2 in 1 Convertible,14,2560x1440,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.42,2764.307



Toshiba,Satellite Pro,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.5,1038.4829



Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050,1.6GHz,4,SSD,32GB,Intel HD Graphics,Windows 10,1.4,287.1037



Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.38,1866.7077



Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Intel Core M M3-6Y30,0.9GHz,4,SSD,64GB,Intel HD Graphics 515,Chrome OS,1.2,714.0237



Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,2.5GHz,16,SSD,512GB,Intel HD Graphics 520,Windows 10,1.36,2003.3220999999999



HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,500GB,AMD Radeon 530,Windows 10,2.1,735.3697



Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.56,874.1186999999999



Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,AMD A9-Series 9420,2.9GHz,4,SSD,256GB,AMD Radeon 530,Windows 10,2.2,425.85269999999997



Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P,3.6GHz,8,HDD,1024GB,AMD Radeon R7,Windows 10,2.2,457.8717



Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.1,663.273585



Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,No OS,1.90,480.28499999999997



Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.18,848.5034999999999



Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.6,1066.2327



Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,16,SSD,512GB,Nvidia Quadro M520M,Windows 7,2.18,1979.8414999999998



Lenovo,Thinkpad T460p,Notebook,14,1920x1080,Intel Core i5 6300HQ,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.8,1271.1543



HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD A10-Series 9620P,2.5GHz,6,HDD,2048GB,AMD Radeon 530,Windows 10,2.71,699.0921729999999



Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1333.0576999999998



Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7440HQ,2.8GHz,8,SSD,256GB,Nvidia GeForce 930MX,Linux,1.64,1162.2896999999998



Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Linux,1.98,774.8598



Asus,VivoBook E403NA,Notebook,14,1920x1080,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.5,318.05539999999996



Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U,2.6GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.93,1522.6742179999999



Lenovo,Thinkpad E470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 920MX,Windows 10,1.87,914.750811



Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.9,1258.3466999999998



Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310,2GHz,4,HDD,500GB,AMD Radeon R4,Windows 10,2.19,318.05539999999996



Mediacom,Smartbook 142,Notebook,14,1920x1200,Intel Atom Z8350,1.92GHz,4,HDD,32GB,Intel HD Graphics 400,Windows 10,1.4,282.8345



HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.63,1280.76



Lenovo,ThinkPad X1,Ultrabook,14,2560x1440,Intel Core i7 6500U,2.5GHz,8,SSD,512GB,Intel HD Graphics 520,Windows 10,1.17,1800.150872



HP,Pavilion X360,2 in 1 Convertible,13.3,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.58,892.9031799999999



Lenovo,ThinkPad T470s,Ultrabook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1599.8826999999999



Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7 7700HQ,2.8GHz,32,HDD,1024GB,Nvidia GeForce GTX 1070,Windows 10,4.36,3905.67762



MSI,GL72M 7REX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1439.232704



Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,No OS,1.9,522.8702699999999



Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,128GB,AMD Radeon 530,Windows 10,2.2,767.3887



Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i3 7100U,2.4GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,1.71,692.6777



Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,AMD Radeon R7 M445,Linux,2.32,629.1946959999999



HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1920x1080,AMD A9-Series 9420,3GHz,4,HDD,1024GB,AMD Radeon 520,Windows 10,2.1,521.9096999999999



Acer,Predator 17,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,4.2,2065.2255



Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,12,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.25,692.6777



HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,AMD A9-Series A9-9420,3GHz,6,HDD,128GB,AMD Radeon 520,Windows 10,2.1,693.7449999999999



Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.4,596.6206999999999



Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.44,1024.608



Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,1.85,831.4267



HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,256GB,Nvidia Quadro M2200,Windows 10,2.6,2581.7987



Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,1024GB,Intel UHD Graphics 620,Windows 10,1.55,703.3507



MSI,GS63VR 7RF,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,1.8,2235.4385039999997



Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.4,438.44683999999995



Dell,Inspiron 7560,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,128GB,Nvidia GeForce 940MX,Windows 10,2.0,1288.2311



Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2,709.7544999999999



Toshiba,Tecra X40-D-10G,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.25,1638.3055



Lenovo,Flex 5,2 in 1 Convertible,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.7,1066.2327



Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,Intel Core i7 7600U,2.8GHz,16,SSD,1024GB,Nvidia Quadro M520M,Windows 10,2.5,3521.0226999999995



Acer,Chromebook 14,Notebook,14,1366x768,Intel Celeron Dual Core N3060,1.6GHz,2,SSD,32GB,Intel HD Graphics 400,Chrome OS,1.68,352.20899999999995



Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,Intel HD Graphics 620,Windows 10,0.81,1759.9777



HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.86,575.2746999999999



Dell,Latitude 5480,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.6,1202.537583



HP,Zbook 17,Workstation,17.3,1920x1080,Intel Xeon E3-1535M v5,2.9GHz,16,SSD,256GB,Nvidia Quadro M2000M,Windows 7,3,4684.3796999999995



Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,128GB,Intel HD Graphics 400,Windows 10,1.4,506.9675



HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6300U,2.4GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.84,2027.87



Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ,2.3GHz,4,HDD,1024GB,Nvidia GeForce GTX 950M,No OS,2.45,617.9667



Lenovo,Thinkpad T460,Ultrabook,14,1920x1080,Intel Core i5 6200U,2.3GHz,4,SSD,180GB,Intel HD Graphics 520,Windows 10,1.7,1169.7608



Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U,2.7GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.37,907.09827



Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i5 6260U,1.8GHz,8,SSD,256GB,Intel HD Graphics 540,Windows 10,1.3,1279.6926999999998



HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1172.9626999999998



HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,8,SSD,256GB,Nvidia Quadro M1000M,Windows 7,2.59,1666.0552999999998



Dell,Alienware 17,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3062.0730269999995



Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.1,639.3127



Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.5,1118.5303999999999



Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7 7600U,2.8GHz,16,SSD,256GB,Intel HD Graphics 620,Windows 10,1.18,1984.1107



Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel Core i5 7Y57,1.2GHz,8,SSD,256GB,Intel HD Graphics 615,Chrome OS,1.1,1663.9207



Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.2,1204.9816999999998



Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.65,906.1376999999999



Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.6,699.0814999999999



Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Nvidia GeForce 920MX,Windows 10,2.8,501.9938819999999



Dell,Inspiron 7559,Gaming,15.6,3840x2160,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 960M,Windows 10,2.72,1172.9626999999998



Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.31,1706.6127



Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Intel HD Graphics 505,Linux,2.1,318.05539999999996



Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,AMD Radeon R7 M445,Windows 10,2.3,1260.7694709999998



Samsung,Notebook 9,2 in 1 Convertible,15,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,AMD Radeon 540,Windows 10,1.71,1920.0727



Toshiba,Tecra A40-C-1E5,Notebook,14,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.75,1088.646



Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.62,1172.9626999999998



HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,256GB,Intel HD Graphics 520,Windows 10,1.26,1327.7212



Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,12,HDD,2048GB,Nvidia GeForce 940MX,Windows 10,2.3,895.4646999999999



Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,Intel Core i7 6820HQ,2.7GHz,16,SSD,512GB,Nvidia Quadro M2000M,Windows 7,2.5,2529.5009999999997



Acer,Swift 3,Notebook,14,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.8,678.8027999999999



Razer,Blade Pro,Gaming,14,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1060,Windows 10,1.95,3094.1027



Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200,1.1GHz,8,SSD,128GB,Intel HD Graphics 505,Windows 10,2,621.0618699999999



Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,32,HDD,1024GB,Nvidia GeForce GTX 1070M,Windows 10,4.42,3830.32624



Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.3,2508.1549999999997



Toshiba,Tecra Z40-C-161,Ultrabook,14,1920x1080,Intel Core i7 6600U,2.6GHz,16,SSD,512GB,Nvidia GeForce 930M,Windows 10,1.47,1882.7171999999998



Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710,1.6GHz,8,HDD,1024GB,Intel HD Graphics 405,No OS,2.2,351.14169999999996



Lenovo,ThinkPad T470s,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.7,2453.7227



MSI,GS43VR 7RE,Gaming,14,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,1.6,2018.2642999999998



MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1162.2896999999998



Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,4,HDD,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.4,1066.2327



Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,4.2,2453.7227



Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.62,1051.2904999999998



Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX1060,Windows 10,2.24,1429.1146999999999



Vero,K146 (N3350/4GB/32GB/W10),Notebook,14,1920x1080,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.22,216.55516999999998



Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.37,2102.5809999999997



Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,AMD Radeon R7 M460,Windows 10,2.08,1023.5406999999999



Apple,"MacBook 12""",Ultrabook,12,2304x1440,Intel Core M,1.2GHz,8,SSD,512GB,Intel HD Graphics 5300,Mac OS X,0.920,1243.4044999999999



Lenovo,ThinkPad X1,2 in 1 Convertible,14,2560x1440,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.42,2486.8089999999997



Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.63,319.12269999999995



Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.95,864.5129999999999



